Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
 Round,1.09,Very Good,G,SI2,G,VG,1.01,GIA,63.2,58,None,None,12/10/2008,4759.00,8.46779284,0.0861777
 Round,1.01,Very Good,G,SI2,EX,EX,1.01,GIA,63,55,None,None,12/11/2008,4762.00,8.46842303,0.00995033
 Round,1.09,Very Good,G,SI2,EX,EX,1.01,GIA,62.5,60,Faint,None,12/10/2008,4762.00,8.46842303,0.0861777
 Princess,1.03,Very Good,G,VS1,G,G,1.05,GIA,73.6,72,None,None,12/11/2008,4763.00,8.468633,0.0295588
 Princess,1.01,Very Good,G,VS1,EX,VG,1.05,GIA,71.1,77,None,None,12/10/2008,4765.00,8.46905282,0.00995033
 Emerald,1.21,Very Good,G,SI1,VG,VG,1.4,GIA,67.5,70,None,None,12/10/2008,4766.00,8.46926266,0.19062036
 Emerald,0.92,Very Good,G,VVS1,VG,G,1.36,GIA,67.6,64,None,None,12/10/2008,4769.00,8.46989192,-0.0833816
 Round,0.94,Ideal,G,SI1,EX,EX,1.01,GIA,62.5,55,None,None,12/11/2008,4771.00,8.47031121,-0.0618754
 Princess,1.01,Very Good,G,VS2,EX,G,1.04,GIA,69.7,70,None,None,12/10/2008,4772.00,8.47052078,0.00995033
 Round,0.9,Very Good,G,VVS2,EX,EX,1.01,GIA,63.1,58,None,None,12/11/2008,4775.00,8.47114925,-0.1053605
 Emerald,1.05,Very Good,G,VS1,EX,VG,1.35,GIA,64.1,65,None,None,12/10/2008,4776.00,8.47135866,0.04879016
 Round,1,Very Good,G,SI1,VG,VG,1.01,GIA,61.6,53,None,None,12/10/2008,4778.00,8.47177733,0
 Emerald,1.01,Fair,G,VS1,EX,VG,1.2,GIA,69,78,None,Very Small,12/10/2008,4778.00,8.47177733,0.00995033
 Round,0.77,Ideal,F,VVS1,ID,ID,1,AGSL,61.8,55,None,None,12/10/2008,4781.00,8.47240501,-0.2613648
 Princess,1.04,Good,F,VS2,VG,G,1.08,GIA,78.3,72,None,None,12/10/2008,4782.00,8.47261415,0.03922071
 Princess,1,Good,F,VS1,VG,G,1.09,GIA,66.1,81,None,None,12/11/2008,4787.00,8.47365919,0
 Emerald,1.04,Very Good,F,SI1,EX,VG,1.36,GIA,67.8,69,None,Very Small,12/10/2008,4787.00,8.47365919,0.03922071
 Round,1.01,Very Good,F,SI2,VG,EX,1,GIA,61.8,61,Faint,None,12/10/2008,4789.00,8.4740769,0.00995033
 Round,0.9,Very Good,F,VS2,G,VG,1.01,GIA,60.5,60,None,None,12/10/2008,4790.00,8.47428569,-0.1053605
 Round,0.9,Very Good,F,VS2,G,G,1.01,GIA,62.4,58,None,None,12/10/2008,4790.00,8.47428569,-0.1053605
 Round,1.01,Good,H,SI1,EX,EX,1,GIA,65.4,57,None,None,12/12/2008,4790.00,8.47428569,0.00995033
 Round,1.05,Ideal,H,SI1,VG,EX,1.01,GIA,60.9,56,Faint Blue,None,12/10/2008,4791.00,8.47449444,0.04879016
 Emerald,1.13,Good,F,SI1,VG,VG,1.31,GIA,70,69,None,None,12/10/2008,4791.00,8.47449444,0.12221763
 Round,0.8,Ideal,F,VVS2,EX,EX,1,GIA,62.4,55,None,None,12/10/2008,4795.00,8.47532899,-0.2231436
 Princess,1.03,Very Good,H,VVS2,EX,VG,1.05,GIA,71.6,71,None,None,12/10/2008,4795.00,8.47532899,0.0295588
 Round,1.07,Very Good,F,SI2,EX,VG,1.01,AGSL,60.8,58,None,Pointed,12/10/2008,4795.00,8.47532899,0.06765865
 Round,1,Ideal,F,SI2,EX,VG,1.02,GIA,60.9,59,None,None,12/10/2008,4797.00,8.475746,0
 Round,1,Very Good,F,SI2,EX,EX,1,GIA,62.5,59,None,None,12/10/2008,4797.00,8.475746,0
 Princess,1.01,Good,H,IF,G,G,1.08,GIA,68.2,81,None,None,12/10/2008,4798.00,8.47595444,0.00995033
 Round,0.91,Very Good,F,VS2,EX,VG,1.01,GIA,61.8,59,None,None,12/10/2008,4799.00,8.47616284,-0.0943107
 Round,0.91,Very Good,F,VS2,EX,VG,1.01,GIA,62.6,58,Medium,None,12/10/2008,4799.00,8.47616284,-0.0943107
 Emerald,1.02,Very Good,F,SI1,EX,EX,1.38,GIA,63.7,66,None,Small,12/10/2008,4799.00,8.47616284,0.01980263
 Emerald,1.02,Very Good,F,SI1,EX,VG,1.37,GIA,66.5,69,None,Very Small,12/10/2008,4799.00,8.47616284,0.01980263
 Round,1,Very Good,H,SI1,VG,G,1.01,GIA,61.2,54,None,None,12/10/2008,4802.00,8.47678778,0
 Round,0.95,Very Good,H,VS2,VG,EX,1,GIA,62.7,56,None,None,12/10/2008,4803.00,8.476996,-0.0512933
 Princess,1.09,Good,H,VVS1,VG,VG,1.08,GIA,77.6,70,None,None,12/10/2008,4803.00,8.476996,0.0861777
 Round,0.88,Good,F,VS1,G,VG,1.01,GIA,63.2,57,None,None,12/10/2008,4805.00,8.47741232,-0.1278334
 Round,1.08,Very Good,H,SI1,EX,VG,1.01,GIA,63.9,55,Very Strong Blue,None,12/10/2008,4805.00,8.47741232,0.07696104
 Round,1.13,Very Good,H,SI2,VG,VG,1.01,GIA,61.6,57,None,None,12/10/2008,4805.00,8.47741232,0.12221763
 Round,0.91,Ideal,F,SI1,EX,EX,1,GIA,61.7,55,None,None,12/11/2008,4806.00,8.47762042,-0.0943107
 Princess,1.01,Good,F,VS1,VG,G,1.05,GIA,76.1,78,None,None,12/10/2008,4806.00,8.47762042,0.00995033
 Emerald,1.03,Good,H,IF,EX,VG,1.41,GIA,70.2,70,None,Very Small,12/10/2008,4809.00,8.47824444,0.0295588
 Emerald,1.16,Very Good,H,SI1,G,G,1.51,GIA,66.2,63,Strong,Small,12/10/2008,4809.00,8.47824444,0.14842001
 Emerald,1.04,Good,H,VVS1,EX,VG,1.4,GIA,66.1,74,None,Small,12/10/2008,4813.00,8.47907587,0.03922071
 Round,1.02,Fair,H,SI1,VG,VG,1.01,GIA,56.5,64,None,None,12/10/2008,4815.00,8.47949132,0.01980263
 Round,1.06,Very Good,H,SI2,VG,VG,1,GIA,58.4,59,None,None,12/10/2008,4816.00,8.47969899,0.05826891
 Round,1.08,Ideal,H,SI2,ID,ID,1,AGSL,61.5,58,Negligible,None,12/10/2008,4820.00,8.48052921,0.07696104
 Round,1.08,Ideal,H,SI2,EX,EX,1,GIA,61.9,58,None,None,12/10/2008,4820.00,8.48052921,0.07696104
 Round,0.9,Ideal,H,VS1,ID,ID,1.01,AGSL,62.6,55,None,None,12/10/2008,4822.00,8.48094406,-0.1053605
 Round,0.9,Ideal,H,VS1,ID,ID,1.01,AGSL,62.3,55,None,None,12/10/2008,4822.00,8.48094406,-0.1053605
 Emerald,1.03,Signature-Ideal,H,VS2,EX,EX,1.34,GIA,61.4,68,None,Very Small,12/10/2008,4822.00,8.48094406,0.0295588
 Round,0.91,Ideal,H,VS1,EX,EX,1,GIA,61,58,None,None,12/11/2008,4824.00,8.48135874,-0.0943107
 Round,0.84,Signature-Ideal,E,VS2,EX,EX,1.01,GIA,61.9,56,None,Very Small,12/10/2008,4831.00,8.48280876,-0.1743534
 Round,1,Very Good,E,SI1,VG,G,1.01,GIA,62.9,59,Medium,None,12/11/2008,4832.00,8.48301574,0
 Round,1,Good,E,SI1,VG,VG,1.01,GIA,57.2,62,Faint,None,12/11/2008,4832.00,8.48301574,0
 Round,0.7,Ideal,E,VVS2,VG,VG,1.01,GIA,62.5,55,None,None,12/10/2008,4834.00,8.48342956,-0.3566749
 Round,0.8,Ideal,E,VS1,VG,VG,1,GIA,63.1,56,None,None,12/17/2008,4836.00,8.48384321,-0.2231436
 Round,1.08,Very Good,E,SI2,G,G,1.01,GIA,61.9,54,Faint,None,12/10/2008,4836.00,8.48384321,0.07696104
 Round,1.08,Very Good,E,SI2,VG,G,1.01,GIA,60.7,59,Medium,None,12/10/2008,4836.00,8.48384321,0.07696104
 Round,1.05,Ideal,E,SI2,EX,EX,1.01,GIA,62,56,None,None,12/10/2008,4838.00,8.48425669,0.04879016
 Round,0.92,Ideal,E,SI1,VG,EX,1,GIA,61.8,58,None,None,12/10/2008,4840.00,8.48467,-0.0833816
 Princess,1.01,Very Good,E,VS1,EX,VG,1.04,GIA,71.7,72,Faint,None,12/10/2008,4846.00,8.4859089,0.00995033
 Princess,1,Very Good,E,VS1,G,G,1.02,GIA,71.9,68,None,None,12/10/2008,4847.00,8.48611524,0
 Round,0.96,Very Good,E,SI1,VG,VG,1.01,GIA,62.1,59,None,None,12/10/2008,4848.00,8.48632153,-0.040822
 Round,1.01,Fair,E,SI1,VG,VG,1.01,GIA,66.3,59,Medium,None,12/10/2008,4848.00,8.48632153,0.00995033
 Round,1.01,Good,E,SI1,VG,G,1.01,GIA,66.5,55,None,None,12/10/2008,4848.00,8.48632153,0.00995033
 Round,0.91,Very Good,E,VS2,VG,VG,1.01,GIA,63.8,59,None,None,12/10/2008,4851.00,8.48694015,-0.0943107
 Round,1.01,Good,E,SI1,EX,EX,1,GIA,65.5,58,None,Very Small,12/11/2008,4855.00,8.48776438,0.00995033
 Round,1.05,Ideal,E,SI2,VG,VG,1.01,GIA,61.7,56,Medium Blue,None,12/10/2008,4856.00,8.48797033,0.04879016
 Emerald,1.04,Very Good,E,SI1,VG,G,1.44,GIA,62.8,72,None,None,12/10/2008,4857.00,8.48817624,0.03922071
 Emerald,1.04,Very Good,E,SI1,VG,VG,1.51,GIA,62.1,69,None,None,12/10/2008,4857.00,8.48817624,0.03922071
 Emerald,1.02,Good,G,VS2,VG,G,1.53,GIA,66.9,74,None,None,12/10/2008,4922.00,8.50147023,0.01980263
 Emerald,1.02,Fair,G,VS2,VG,G,1.47,GIA,62.2,76,None,None,12/10/2008,4922.00,8.50147023,0.01980263
 Emerald,1.02,Very Good,G,VS2,VG,VG,1.26,GIA,65.2,72,None,None,12/10/2008,4922.00,8.50147023,0.01980263
 Emerald,1.02,Very Good,G,VS2,VG,G,1.57,GIA,69.2,67,None,None,12/10/2008,4922.00,8.50147023,0.01980263
 Emerald,1.02,Good,G,VS2,VG,VG,1.49,GIA,63.5,73,None,None,12/10/2008,4922.00,8.50147023,0.01980263
 Princess,1.06,Very Good,G,VVS2,EX,VG,1.01,GIA,73.1,63,None,None,12/10/2008,4923.00,8.50167338,0.05826891
 Round,0.91,Ideal,G,VS1,ID,ID,1.01,AGSL,61.9,55,None,None,12/10/2008,4924.00,8.50187649,-0.0943107
 Round,0.83,Signature-Ideal,G,VVS1,EX,EX,1,GIA,61.3,55,None,Very Small,12/10/2008,4925.00,8.50207955,-0.1863296
 Round,1.05,Ideal,G,SI2,EX,VG,1.01,GIA,61.8,56,None,None,12/11/2008,4926.00,8.50228258,0.04879016
 Round,0.9,Very Good,G,VS2,EX,EX,1.01,GIA,60.8,57,None,None,12/10/2008,4927.00,8.50248556,-0.1053605
 Round,0.9,Ideal,G,VS2,VG,EX,1.01,GIA,62.2,58,None,None,12/10/2008,4927.00,8.50248556,-0.1053605
 Round,0.91,Ideal,G,VS1,VG,VG,1.01,GIA,61.9,58,None,None,12/10/2008,4928.00,8.50268851,-0.0943107
 Round,1.01,Very Good,G,SI2,G,VG,1,GIA,58.8,59,None,None,12/11/2008,4929.00,8.50289141,0.00995033
 Round,0.85,Ideal,G,VVS1,EX,EX,1.01,GIA,61.2,56,None,Very Small,12/12/2008,4930.00,8.50309427,-0.1625189
 Round,1.01,Ideal,G,SI1,EX,EX,1,GIA,61.2,57,None,None,12/18/2008,4930.00,8.50309427,0.00995033
 Round,1.01,Ideal,G,SI1,EX,EX,1.01,GIA,60,60,None,None,12/18/2008,4930.00,8.50309427,0.00995033
 Round,1.06,Very Good,G,SI2,EX,EX,1.01,AGSL,62.7,58,None,Pointed,12/10/2008,4930.00,8.50309427,0.05826891
 Round,1.06,Very Good,G,SI2,VG,EX,1.01,GIA,62,57,None,None,12/10/2008,4930.00,8.50309427,0.05826891
 Princess,1,Signature-Ideal,G,SI1,EX,VG,1.03,GIA,70.9,69,None,None,12/10/2008,4931.00,8.50329709,0
 Round,1.15,Ideal,J,SI1,EX,EX,1,GIA,61.8,57,Faint,None,12/11/2008,4937.00,8.50451314,0.13976194
 Round,1.2,Very Good,J,VS2,VG,VG,1.01,GIA,63.5,59,None,None,12/10/2008,4938.00,8.50471567,0.18232156
 Round,1.01,Very Good,I,VS1,EX,VG,1.01,GIA,62.8,59,None,None,12/10/2008,4940.00,8.50512061,0.00995033
 Round,1.03,Ideal,I,VS2,EX,EX,1.01,GIA,61.9,56,None,None,12/11/2008,4941.00,8.50532302,0.0295588
 Round,1.2,Very Good,J,SI1,VG,VG,1.01,GIA,62.8,54,Medium,None,12/10/2008,4943.00,8.50572771,0.18232156
 Round,1.24,Ideal,J,SI2,VG,VG,1.01,GIA,60.5,59,Faint,None,12/10/2008,4943.00,8.50572771,0.21511138
 Princess,1.02,Signature-Ideal,I,VVS2,EX,VG,1.02,GIA,69,72,None,None,12/10/2008,4950.00,8.50714286,0.01980263
 Round,1.16,Ideal,I,SI2,EX,EX,1.01,GIA,59.3,60,Faint,None,12/10/2008,4951.00,8.50734486,0.14842001
 Round,1.15,Ideal,J,SI1,EX,EX,1,GIA,60.9,59,None,None,12/10/2008,4953.00,8.50774873,0.13976194
 Round,1.09,Ideal,I,VS2,VG,EX,1,AGSL,62,57,None,Pointed,12/10/2008,4957.00,8.508556,0.0861777
 Princess,1.21,Very Good,I,VS1,VG,G,1.03,GIA,72.6,76,None,None,12/10/2008,4959.00,8.50895939,0.19062036
 Round,1.05,Very Good,J,VS1,G,G,1.01,GIA,63.7,59,Medium Blue,Very Small,12/10/2008,4960.00,8.50916102,0.04879016
 Princess,1,Very Good,E,VS1,VG,VG,1.04,GIA,73.4,73,None,None,12/11/2008,4961.00,8.50936261,0
 Emerald,1.01,Fair,F,VS1,EX,VG,1.29,GIA,75.5,72,None,None,12/11/2008,4963.00,8.50976568,0.00995033
 Princess,1.01,Good,E,VS1,G,VG,1.05,GIA,72.5,80,None,None,12/10/2008,4964.00,8.50996715,0.00995033
 Princess,1.01,Good,E,VS1,VG,G,1.05,GIA,81.6,72,None,None,12/10/2008,4964.00,8.50996715,0.00995033
 Round,1.21,Ideal,J,SI2,EX,EX,1.01,GIA,61,57,None,None,12/11/2008,4964.00,8.50996715,0.19062036
 Round,1.01,Very Good,I,VS1,VG,VG,1.01,GIA,63.4,59,None,None,12/10/2008,4965.00,8.51016858,0.00995033
 Round,1.01,Ideal,I,VS1,EX,EX,1.01,GIA,61.4,57,None,None,12/10/2008,4965.00,8.51016858,0.00995033
 Round,1.01,Ideal,I,VS1,EX,EX,1,GIA,62.2,57,None,None,12/10/2008,4965.00,8.51016858,0.00995033
 Princess,1.07,Very Good,F,VS1,VG,G,1.01,GIA,68.9,74,Very Strong Blue,None,12/10/2008,4966.00,8.51036997,0.06765865
 Round,0.81,Very Good,E,VVS2,VG,EX,1.01,GIA,62.7,57,None,None,12/11/2008,4967.00,8.51057132,-0.210721
 Round,0.8,Ideal,F,VVS2,EX,EX,1.01,GIA,61.7,56,None,None,12/12/2008,4968.00,8.51077262,-0.2231436
 Round,0.8,Ideal,F,VVS2,EX,EX,1.01,GIA,62.7,57,None,None,12/12/2008,4968.00,8.51077262,-0.2231436
 Round,0.8,Ideal,E,VS1,EX,EX,1.01,GIA,62.5,56,Faint,None,12/12/2008,4968.00,8.51077262,-0.2231436
 Round,0.85,Ideal,F,VS1,EX,EX,1,GIA,61.5,58,None,None,12/11/2008,4968.00,8.51077262,-0.1625189
 Round,0.91,Very Good,F,SI1,VG,VG,1.01,GIA,62.4,60,None,None,12/10/2008,4968.00,8.51077262,-0.0943107
 Princess,1,Very Good,F,VS2,G,G,1.15,GIA,74.5,76,Faint,None,12/10/2008,4968.00,8.51077262,0
 Round,1.04,Ideal,I,SI1,EX,EX,1,GIA,61.7,56,None,None,12/10/2008,4968.00,8.51077262,0.03922071
 Round,0.91,Very Good,E,SI1,EX,VG,1,GIA,63.5,56,Faint,None,12/17/2008,4970.00,8.51117512,-0.0943107
 Round,1.12,Very Good,E,SI2,VG,EX,1,GIA,62.1,59,Strong,None,12/10/2008,4970.00,8.51117512,0.11332869
 Round,1.21,Very Good,J,SI1,EX,VG,1.01,GIA,63.1,56,None,None,12/10/2008,4970.00,8.51117512,0.19062036
 Princess,1.22,Good,I,VVS2,VG,G,1.01,GIA,78.6,72,None,None,12/10/2008,4970.00,8.51117512,0.19885086
 Princess,1,Very Good,E,VS2,VG,EX,1,GIA,72.8,71,None,None,12/10/2008,4973.00,8.51177856,0
 Round,1.03,Ideal,F,SI2,EX,EX,1,GIA,61.9,58,None,None,12/10/2008,4973.00,8.51177856,0.0295588
 Round,1.01,Ideal,I,VS1,VG,EX,1.01,GIA,60.8,61,None,None,12/11/2008,4974.00,8.51197962,0.00995033
 Round,1.2,Very Good,J,SI1,VG,G,1.01,GIA,62.8,54,Medium,None,12/10/2008,4974.00,8.51197962,0.18232156
 Round,0.9,Ideal,E,VS2,VG,VG,1.01,GIA,60.4,59,None,None,12/10/2008,4975.00,8.51218065,-0.1053605
 Princess,1.01,Very Good,F,VS1,VG,G,1.06,GIA,71.7,74,None,None,12/10/2008,4975.00,8.51218065,0.00995033
 Princess,1.01,Very Good,E,VS1,VG,G,1.01,GIA,74.6,77,None,None,12/10/2008,4977.00,8.51258258,0.00995033
 Round,1.07,Very Good,F,SI2,VG,VG,1.01,GIA,62.3,58,Faint,None,12/10/2008,4977.00,8.51258258,0.06765865
 Princess,1.2,Good,F,SI1,VG,VG,1.17,GIA,81.9,72,None,None,12/10/2008,4977.00,8.51258258,0.18232156
 Princess,1.03,Very Good,F,VS1,VG,VG,1.03,GIA,72.8,70,None,None,12/10/2008,4978.00,8.51278348,0.0295588
 Round,1.05,Ideal,F,SI2,EX,EX,1.01,GIA,61.1,59,Medium,None,12/10/2008,4978.00,8.51278348,0.04879016
 Emerald,1.41,Very Good,J,VS1,G,G,1.19,GIA,63.8,69,Faint,None,12/10/2008,4978.00,8.51278348,0.3435897
 Princess,1.02,Very Good,E,VS2,G,VG,1.01,GIA,73.3,71,None,None,12/10/2008,4979.00,8.51298435,0.01980263
 Round,1.06,Very Good,F,SI2,EX,EX,1.01,AGSL,61.3,58,None,Pointed,12/10/2008,4979.00,8.51298435,0.05826891
 Round,1.11,Ideal,I,SI1,EX,EX,1,GIA,61.1,60,None,None,12/10/2008,4979.00,8.51298435,0.10436002
 Round,1.06,Very Good,J,VS1,VG,EX,1.01,GIA,63.3,59,Faint,None,12/10/2008,4980.00,8.51318517,0.05826891
 Emerald,1.19,Very Good,I,IF,EX,VG,1.36,GIA,68.5,63,None,None,12/10/2008,4980.00,8.51318517,0.17395331
 Emerald,1.5,Very Good,I,SI2,VG,VG,1.53,GIA,62.5,61,None,None,12/10/2008,4980.00,8.51318517,0.40546511
 Round,0.78,Ideal,F,VVS1,EX,EX,1.01,GIA,61.3,58,None,None,12/12/2008,4981.00,8.51338595,-0.2484614
 Princess,1,Good,E,VS1,VG,G,1.04,GIA,77.5,69,Faint,None,12/11/2008,4981.00,8.51338595,0
 Princess,1,Good,E,VS1,VG,G,1.07,GIA,78.4,74,None,None,12/11/2008,4981.00,8.51338595,0
 Round,1.04,Very Good,E,SI1,VG,EX,1.01,GIA,62.4,60,Very Strong Blue,None,12/10/2008,4981.00,8.51338595,0.03922071
 Princess,1.06,Very Good,I,IF,EX,EX,1.01,GIA,67.4,72,None,None,12/10/2008,4981.00,8.51338595,0.05826891
 Round,1.15,Ideal,J,VS2,G,VG,1.01,AGSL,62.7,55.2,None,None,12/10/2008,4981.00,8.51338595,0.13976194
 Round,0.7,Signature-Ideal,E,VVS1,EX,EX,1.01,GIA,61.6,55,None,Small,12/10/2008,4982.00,8.5135867,-0.3566749
 Round,1.02,Very Good,F,SI1,EX,EX,1,GIA,61,58,None,None,12/10/2008,4982.00,8.5135867,0.01980263
 Round,1.08,Ideal,I,VS2,EX,VG,1.01,GIA,61.5,56,None,None,12/10/2008,4982.00,8.5135867,0.07696104
 Round,1,Ideal,I,VS2,EX,VG,1.01,GIA,62.3,56,None,None,12/17/2008,4983.00,8.5137874,0
 Princess,1.01,Good,F,VS1,G,G,1,GIA,78.6,70,None,None,12/10/2008,4983.00,8.5137874,0.00995033
 Round,1,Good,E,SI1,G,G,1.01,GIA,57.9,64,None,None,12/10/2008,4984.00,8.51398806,0
 Princess,1.01,Good,F,VS1,VG,G,1.06,GIA,75.8,77,None,None,12/11/2008,4984.00,8.51398806,0.00995033
 Princess,1.01,Very Good,E,VS1,G,G,1.03,GIA,70.9,78,None,None,12/11/2008,4984.00,8.51398806,0.00995033
 Round,1.02,Very Good,F,SI1,VG,VG,1.01,GIA,61.8,57,Strong,None,12/10/2008,4985.00,8.51418868,0.01980263
 Round,1.21,Ideal,J,SI1,VG,VG,1.01,GIA,61.9,57,None,None,12/11/2008,4986.00,8.51438926,0.19062036
 Round,1.03,Ideal,I,SI1,VG,VG,1.01,GIA,62.1,58,None,None,12/17/2008,4987.00,8.51458981,0.0295588
 Emerald,1.03,Good,E,VVS2,VG,VG,1.33,GIA,72.6,67,None,None,12/11/2008,4988.00,8.51479031,0.0295588
 Round,1.24,Very Good,I,SI2,EX,VG,1.01,GIA,63.3,59,None,None,12/10/2008,4989.00,8.51499077,0.21511138
 Round,1.01,Ideal,J,VS2,EX,EX,1,GIA,62.5,54,None,None,12/10/2008,4991.00,8.51539157,0.00995033
 Princess,0.9,Very Good,E,VS1,EX,VG,1.01,GIA,72.7,72,None,None,12/11/2008,4993.00,8.51579221,-0.1053605
 Princess,1.04,Very Good,J,VS1,EX,EX,1.01,GIA,70.2,70,Faint,None,12/10/2008,4993.00,8.51579221,0.03922071
 Princess,1,Very Good,E,VS2,G,G,1.06,GIA,69.9,67,None,None,12/10/2008,4994.00,8.51599247,0
 Round,1.17,Ideal,J,VS1,EX,EX,1.01,GIA,61.4,55,None,None,12/10/2008,5004.00,8.51799287,0.15700375
 Round,1.22,Very Good,J,SI1,VG,VG,1.01,GIA,60.5,57,Medium,None,12/10/2008,5008.00,8.51879191,0.19885086
 Princess,1,Good,D,SI1,EX,VG,1.01,GIA,75.1,75,None,None,12/10/2008,5016.00,8.52038808,0
 Emerald,0.99,Very Good,D,VS1,VG,G,1.44,GIA,66,70,None,None,12/10/2008,5017.00,8.52058742,-0.0100503
 Round,0.74,Ideal,D,VVS1,EX,EX,1,GIA,61.6,56,None,None,12/10/2008,5018.00,8.52078673,-0.3011051
 Princess,1.05,Very Good,D,VS2,VG,G,1.05,GIA,71.4,72,None,None,12/10/2008,5018.00,8.52078673,0.04879016
 Round,0.72,Very Good,D,VVS1,VG,VG,1.01,GIA,59.2,59,None,None,12/10/2008,5019.00,8.52098599,-0.3285041
 Round,1.02,Very Good,J,VVS2,EX,EX,1,GIA,59.1,62,None,None,12/11/2008,5019.00,8.52098599,0.01980263
 Round,1.23,Very Good,J,SI2,VG,VG,1.01,GIA,62.7,58,Faint,None,12/10/2008,5019.00,8.52098599,0.20701417
 Round,0.96,Good,D,SI1,VG,G,1,GIA,58.8,56,None,None,12/10/2008,5020.00,8.52118521,-0.040822
 Round,0.96,Good,D,SI1,VG,VG,1.02,GIA,59.9,58,Faint,None,12/10/2008,5020.00,8.52118521,-0.040822
 Round,1.16,Very Good,J,VS2,G,G,1.01,GIA,61.4,58,Strong Blue,None,12/10/2008,5021.00,8.5213844,0.14842001
 Round,1.03,Very Good,D,SI2,EX,EX,1.01,GIA,63.3,58,Medium,None,12/10/2008,5022.00,8.52158354,0.0295588
 Round,0.81,Ideal,D,VS1,VG,VG,1.01,GIA,61.6,59,None,None,12/17/2008,5025.00,8.52218073,-0.210721
 Emerald,1.13,Very Good,D,SI1,VG,G,1.45,GIA,68.6,71,None,None,12/10/2008,5026.00,8.52237972,0.12221763
 Princess,1.02,Very Good,D,SI1,VG,G,1.05,GIA,69.4,71,None,None,12/11/2008,5028.00,8.52277757,0.01980263
 Emerald,1,Good,D,SI1,G,G,1.24,GIA,71.7,72,Faint,None,12/11/2008,5030.00,8.52317526,0
 Emerald,1,Good,D,VS2,VG,VG,1.51,GIA,71.3,66,None,None,12/10/2008,5031.00,8.52337405,0
 Princess,1.05,Very Good,D,SI1,EX,VG,1,GIA,75,74,Medium,None,12/10/2008,5033.00,8.52377151,0.04879016
 Round,0.83,Ideal,D,VS2,EX,EX,1.01,GIA,62,57,Faint,None,12/10/2008,5034.00,8.52397018,-0.1863296
 Round,1,Ideal,D,SI2,EX,VG,1.01,GIA,62.2,59,Faint,None,12/11/2008,5038.00,8.52476446,0
 Princess,1.01,Very Good,G,VS1,VG,VG,1.03,GIA,71.7,75,None,None,12/11/2008,5039.00,8.52496293,0.00995033
 Round,1.2,Very Good,G,SI2,EX,EX,1.01,GIA,62.5,57,Medium Blue,None,12/10/2008,5039.00,8.52496293,0.18232156
 Round,1.01,Very Good,D,SI2,VG,G,1.01,AGSL,63,59,None,Pointed,12/10/2008,5040.00,8.52516136,0.00995033
 Round,1.01,Good,D,SI2,VG,VG,1.01,AGSL,63,63,Medium Blue,Pointed,12/10/2008,5040.00,8.52516136,0.00995033
 Emerald,1,Very Good,D,SI1,VG,G,1.47,GIA,58.9,65,None,None,12/10/2008,5041.00,8.52535975,0
 Princess,1,Good,D,VS1,EX,VG,1.04,GIA,81,70,None,None,12/10/2008,5041.00,8.52535975,0
 Round,1.02,Ideal,G,SI1,EX,EX,1,GIA,60.7,58,None,None,12/10/2008,5044.00,8.5259547,0.01980263
 Round,1.02,Ideal,G,SI1,EX,EX,1,GIA,60.3,59,None,None,12/10/2008,5044.00,8.5259547,0.01980263
 Round,0.9,Very Good,G,VS2,EX,EX,1,GIA,63,54,Faint,None,12/17/2008,5047.00,8.52654929,-0.1053605
 Emerald,1.01,Good,G,VVS2,VG,VG,1.52,GIA,69.2,55,None,None,12/10/2008,5047.00,8.52654929,0.00995033
 Princess,1.03,Very Good,G,VS1,G,VG,1.01,GIA,68.8,71,None,None,12/10/2008,5052.00,8.52753948,0.0295588
 Round,1.03,Very Good,G,SI1,G,G,1,GIA,61.4,57,None,None,12/10/2008,5052.00,8.52753948,0.0295588
 Round,0.82,Ideal,G,IF,EX,EX,1.01,GIA,60.3,57,None,None,12/11/2008,5054.00,8.52793529,-0.1984509
 Princess,1,Very Good,G,VS1,VG,G,1.06,GIA,73.3,77,None,None,12/16/2008,5054.00,8.52793529,0
 Princess,1,Good,G,VS1,VG,G,1.05,GIA,67.5,81,None,None,12/10/2008,5055.00,8.52813313,0
 Princess,1.07,Very Good,G,VS1,G,G,1.1,GIA,74.4,75,None,None,12/11/2008,5055.00,8.52813313,0.06765865
 Emerald,1.05,Good,G,VS2,G,G,1.31,GIA,71.1,61,None,None,12/10/2008,5056.00,8.52833094,0.04879016
 Round,1.1,Ideal,G,SI2,EX,EX,1,GIA,62.1,58,None,None,12/11/2008,5056.00,8.52833094,0.09531018
 Princess,1.09,Very Good,G,VS1,VG,G,1.03,GIA,70.6,71,None,None,12/10/2008,5057.00,8.5285287,0.0861777
 Emerald,1.18,Very Good,G,SI1,EX,EX,1.37,GIA,65.1,69,Medium Blue,Small,12/10/2008,5058.00,8.52872643,0.16551444
 Emerald,1.06,Very Good,G,VVS2,VG,VG,1.21,GIA,59.8,71,None,None,12/10/2008,5059.00,8.52892411,0.05826891
 Princess,1.11,Good,G,VS1,VG,G,1.02,GIA,75.3,74,None,None,12/10/2008,5061.00,8.52931937,0.10436002
 Princess,1.12,Very Good,G,VS1,VG,G,1.06,GIA,66.9,76,Faint,None,12/10/2008,5061.00,8.52931937,0.11332869
